title,genres,year
Take The Lead,Drama,2006
"Devil And Daniel Johnston, The",Documentary,2005
Mouchette,Drama,1967
Lucky Number Slevin,Crime/Drama,2006
"Wild Blue Yonder, The",Sci-Fi,2005
Wheel Of Time,Documentary,2003
Riot On!,Documentary,2004
Volver,Comedy/Drama,2006
"N Word, The",Documentary,2004
Akeelah And The Bee,Drama,2006
Brainstorm,Drama,2001
Urban Legends: Bloody Mary,Horror/Thriller,2005
Larry The Cable Guy: Health Inspector,Comedy,2006
Stay Alive,Horror/Sci-Fi,2006
Annie Oakley,Drama/Western,1935
Basic Instinct 2,Crime/Drama,2006
Brick,Crime/Drama,2005
"Dead Hate The Living!, The",Comedy/Horror,2000
Evil Aliens,Comedy/Horror,2005
Santa'S Slay,Comedy/Fantasy,2005
"Dark Hours, The",Horror/Thriller,2005
This Film Is Not Yet Rated,Documentary,2006
Fragile,Horror/Thriller,2005
Atl,Drama,2006
"Brotherhood Of Justice, The",Action/Drama,1986
Slither,Comedy/Horror,2006
"Benchwarmers, The",Comedy,2006
Phat Girlz,Comedy,2006
Renaissance,Action/Animation,2006
"Curse Of The Werewolf, The",Drama/Horror,1961
Dead Fish,Action/Comedy,2004
Friends With Money,Comedy/Drama,2006
Keane,Mystery/Thriller,2004
Reefer Madness: The Movie Musical,Comedy/Drama,2005
I Love Your Work,Drama/Mystery,2003
Magic,Drama/Horror,1978
Candy,Drama/Romance,2006
9/11,Documentary,2002
Lacombe Lucien,Drama,1974
Hoot,Children/Comedy,2006
Where The Red Fern Grows,Children/Drama,1974
Scary Movie 4,Comedy/Horror,2006
Hard Candy,Drama/Thriller,2005
Dead Birds,Horror/War,2004
"Chinoise, La",Comedy/Drama,1967
Shutter,Fantasy/Horror,2004
"Prairie Home Companion, A",Comedy/Drama,2006
Even Money,Crime/Drama,2006
Pinocchio And The Emperor Of The Night,Animation/Children,1987
Corvette Summer,Adventure/Comedy,1978
"Sentinel, The",Crime/Drama,2006
Mirage,Mystery/Thriller,1965
"Wild, The",Adventure/Animation,2006
Silent Hill,Fantasy/Horror,2006
American Dreamz,Comedy/Drama,2006
Hôtel Du Nord,Drama,1938
Irresistible,Drama/Thriller,2006
Mata Hari,Drama/Romance,1931
Kinky Boots,Comedy/Drama,2005
"Glass Key, The",Crime/Drama,1942
Mission: Impossible Iii,Action/Adventure,2006
"Nibelungen: Siegfried, Die",Adventure/Drama,1924
Rv,Adventure/Children,2006
United 93,Crime/Drama,2006
Stick It,Comedy,2006
Secret Beyond The Door,Drama/Film-Noir,1948
Man Push Cart,Drama,2005
Soldier Blue,Western,1970
Footlight Parade,Comedy/Musical,1933
Lollilove,Comedy,2004
"American Haunting, An",Drama/Horror,2005
Down In The Valley,Drama/Romance,2005
Over The Hedge,Adventure/Animation,2006
Art School Confidential,Comedy/Drama,2006
Poseidon,Action/Adventure,2006
"Da Vinci Code, The",Drama/Mystery,2006
X-Men: The Last Stand,Action/Sci-Fi,2006
"Break-Up, The",Comedy/Drama,2006
Peaceful Warrior,Drama,2006
Twelve And Holding,Drama,2005
Wah-Wah,Drama,2005
Keeping Up With The Steins,Comedy,2006
Cars,Animation/Children,2006
Wassup Rockers,Comedy/Drama,2005
"Lost City, The",Drama,2005
Standing Still,Comedy/Drama,2005
Tall In The Saddle,Mystery/Romance,1944
Beyond A Reasonable Doubt,Crime/Drama,1956
Sinbad Of The Seven Seas,Adventure/Fantasy,1989
Vera Cruz,Adventure/Western,1954
"Notorious Bettie Page, The",Drama,2005
Parting Glances,Comedy/Drama,1986
Game 6,Comedy/Drama,2005
American Gun,Drama,2005
Marilyn Hotchkiss' Ballroom Dancing & Charm School,Comedy/Drama,2005
On A Clear Day,Drama,2005
"Omen, The",Horror/Thriller,2006
"King, The",Drama,2005
Nacho Libre,Comedy,2006
"Lake House, The",Drama/Fantasy,2006
Click,Adventure/Comedy,2006
"Seventh Victim, The",Drama/Film-Noir,1943
Bleak Moments,Comedy/Drama,1972
Edvard Munch,Drama,1974
"Ace Of Hearts, The",Crime/Drama,1921
"Devil Wears Prada, The",Comedy/Drama,2006
Pirates Of The Caribbean: Dead Man'S Chest,Action/Adventure,2006
"You, Me And Dupree",Comedy,2006
Clerks Ii,Comedy,2006
Lady In The Water,Drama/Fantasy,2006
My Super Ex-Girlfriend,Comedy/Fantasy,2006
Tammy And The Bachelor,Musical/Romance,1957
Lady On A Train,Comedy/Crime,1945
Let It Be,Documentary,1970
See No Evil,Horror,2006
Marie Antoinette,Drama/Romance,2006
Lady In The Lake,Crime/Drama,1947
Who Killed The Electric Car?,Documentary,2006
"Inconvenient Truth, An",Documentary,2006
Test Pilot,Drama/Romance,1938
Career Opportunities,Comedy/Romance,1991
Hollow Man Ii,Action/Horror,2006
Chuck Berry Hail! Hail! Rock 'N' Roll,Documentary/Musical,1987
Psych-Out,Drama/Musical,1968
Sister Kenny,Drama,1946
High School Musical,Children/Comedy,2006
Ice Bound,Drama,2003
Drawing Restraint 9,Fantasy,2005
Crossing The Bridge: The Sound Of Istanbul,Documentary/Musical,2005
I Am A Sex Addict,Comedy/Documentary,2005
Forever Mine,Crime/Drama,1999
"War Within, The",Drama,2005
Adam & Steve,Comedy/Romance,2005
Beyond The Rocks,Drama/Romance,1922
Bob The Butler,Comedy,2005
Jack Frost 2: Revenge Of The Mutant Killer Snowman,Horror,2000
Stoned,Drama,2005
Marked Woman,Crime/Drama,1937
Running,Drama,1979
Blessed Event,Comedy/Drama,1932
"Adjuster, The",Drama,1991
Garfield: A Tail Of Two Kitties,Animation/Children,2006
Metal: A Headbanger'S Journey,Documentary,2005
"Public Eye, The",Crime/Thriller,1992
"Bribe, The",Drama/Film-Noir,1949
Without Love,Comedy/Romance,1945
Waist Deep,Action/Crime,2006
"Sheriff And The Satellite Kid, The",Action/Comedy,1979
Triple Cross,Action/Adventure,1966
Mouth To Mouth,Drama,2005
Spite Marriage,Comedy,1929
Superman Returns,Action/Adventure,2006
Edward Ii,Drama,1991
"Road To Guantanamo, The",Drama/War,2006
Leonard Cohen: I'M Your Man,Documentary/Musical,2005
Edmond,Drama/Thriller,2005
"Oh In Ohio, The",Comedy,2006
Little Miss Sunshine,Adventure/Comedy,2006
Brothers Of The Head,Drama,2005
Forgiving Dr. Mengele,Documentary,2006
Curse Of The Pink Panther,Comedy/Crime,1983
Mimic: Sentinel,Horror/Sci-Fi,2003
Rock 'N' Roll Nightmare,Fantasy/Horror,1987
These Girls,Comedy,2005
Instrument,Documentary,2003
"300 Spartans, The",Adventure/Drama,1962
"Fallen Idol, The",Drama/Mystery,1948
Desperate,Drama/Film-Noir,1947
Knock On Any Door,Crime/Drama,1949
Babel,Drama/Thriller,2006
China Seas,Action/Adventure,1935
I Walk The Line,Drama,1970
"Thief Lord, The",Adventure/Children,2006
"Girl Can'T Help It, The",Comedy,1956
Krrish,Adventure/Musical,2006
Strangers With Candy,Comedy,2005
Prophecy,Horror/Sci-Fi,1979
"Kremlin Letter, The",Drama/Thriller,1970
Young Mr. Lincoln,Drama,1939
Subject Two,Drama/Thriller,2006
Blackjack,Action/Thriller,1998
Three Times,Drama/Romance,2005
"Gumball Rally, The",Adventure/Comedy,1976
Wordplay,Documentary,2006
Little Man,Comedy,2006
Dames,Comedy/Musical,1934
Dancing Lady,Comedy/Musical,1933
"Purple Plain, The",Drama/War,1954
Coonskin,Animation/Crime,1975
End Game,Crime/Drama,2006
End Of The Spear,Drama,2005
Two For The Seesaw,Drama/Romance,1962
"Detective, The",Crime/Drama,1968
Monster House,Animation/Children,2006
Colour Me Kubrick: A True...Ish Story,Comedy/Drama,2005
Snakes On A Plane,Action/Comedy,2006
Scoop,Comedy/Fantasy,2006
Talladega Nights: The Ballad Of Ricky Bobby,Action/Comedy,2006
Night At The Museum,Action/Comedy,2006
World Trade Center,Drama,2006
Stranger Than Fiction,Comedy/Drama,2006
"Valley Of Decision, The",Drama,1945
"Last Angry Man, The",Drama,1959
"Good Fairy, The",Comedy/Romance,1935
Miami Vice,Action/Crime,2006
"Groomsmen, The",Comedy/Drama,2006
Shadowboxer,Crime/Drama,2005
Each Dawn I Die,Crime/Drama,1939
Loch Ness,Drama,1996
On Dangerous Ground,Crime/Drama,1952
"Pursuit Of Happyness, The",Drama,2006
John Tucker Must Die,Comedy/Romance,2006
"Ant Bully, The",Adventure/Animation,2006
Michael,Drama,1924
Lady Killer,Comedy/Crime,1933
Mrs. Palfrey At The Claremont,Comedy/Drama,2005
Cria Cuervos,Drama,1976
"Rainmaker, The",Comedy/Romance,1956
Crank,Action/Thriller,2006
"Secret Life Of Words, The",Drama/Romance,2005
"Dudesons Movie, The",Comedy/Documentary,2006
Black Gold,Documentary,2006
"Hurricane, The",Action/Drama,1937
Johnny Was,Action/Crime,2006
Played,Crime/Thriller,2006
Chaos,Action/Crime,2005
"Night Listener, The",Fantasy/Mystery,2006
Barnyard: The Original Party Animals,Animation/Children,2006
They Won'T Believe Me,Drama/Film-Noir,1947
"Left Hand Of God, The",Drama,1955
Compulsion,Crime/Drama,1959
"Canterbury Tale, A",Drama/Mystery,1944
Dirty Mary Crazy Larry,Action/Crime,1974
Angels Over Broadway,Adventure/Comedy,1940
Fortress,Action/Thriller,1985
Step Up,Drama/Romance,2006
Zoom,Adventure/Comedy,2006
"Bon Cop, Bad Cop",Action/Comedy,2006
"Tom, Dick And Harry",Comedy/Fantasy,1941
Mind Game,Adventure/Animation,2004
Land Of The Blind,Drama/Thriller,2006
Half Nelson,Drama,2006
"Moustache, La",Drama/Mystery,2005
Wing Chun,Action/Comedy,1994
Tideland,Drama/Fantasy,2005
Good News,Comedy/Musical,1947
G Men,Crime/Drama,1935
Cabin In The Sky,Fantasy/Musical,1943
Tol'Able David,Drama,1921
2:37,Drama,2006
Material Girls,Children/Comedy,2006
Accepted,Comedy,2006
Lie With Me,Drama/Romance,2005
Crime Busters,Action/Adventure,1977
Att Stjäla En Tjuv,Comedy,1996
Drömkåken,Comedy,1993
Born To Kill,Crime/Drama,1947
Captain January,Children/Comedy,1936
"Illusionist, The",Drama/Fantasy,2006
Adventures Of Don Juan,Adventure/Romance,1948
State Of The Union,Comedy/Drama,1948
San Quentin,Drama,1937
The Queen,Drama,2006
Beerfest,Comedy,2006
How To Eat Fried Worms,Children/Drama,2006
Invincible,Drama,2006
Idlewild,Crime/Drama,2006
"Slight Case Of Murder, A",Comedy/Crime,1938
"Syrian Bride, The",Drama,2004
"Sorry, Haters",Drama/Thriller,2005
"Ritz, The",Comedy,1976
My Geisha,Comedy,1962
Blithe Spirit,Comedy/Drama,1945
"Music Box, The",Comedy,1932
Way Out West,Comedy/Western,1937
Angel-A,Comedy/Drama,2005
Green For Danger,Crime/Mystery,1946
"Chump At Oxford, A",Comedy,1940
Block-Heads,Comedy/War,1938
Quinceañera,Drama,2006
"Puffy Chair, The",Drama/Romance,2006
Lassie,Adventure/Children,2005
Mutual Appreciation,Comedy/Drama,2005
"Wicker Man, The",Horror/Mystery,2006
Crossover,Action/Drama,2006
"Quiet, The",Crime/Drama,2005
Sketches Of Frank Gehry,Documentary,2005
Ivanhoe,Adventure/Romance,1982
Strul,Action/Comedy,1988
"Wind That Shakes The Barley, The",Drama/War,2006
Blood On The Moon,Action/Drama,1948
"Bravados, The",Drama/Western,1958
"Sign Of The Cross, The",Drama,1932
Overlord,Drama/War,1975
Severance,Comedy/Horror,2006
Time To Leave,Drama,2005
Hollywoodland,Crime/Drama,2006
"Covenant, The",Action/Horror,2006
Jesse James,Action/Crime,1939
"Last Kiss, The",Comedy/Drama,2006
Gabrielle,Drama/Romance,2005
Trust The Man,Comedy/Drama,2005
Sherrybaby,Drama,2006
Idiocracy,Adventure/Comedy,2006
Jesus Camp,Documentary/Drama,2006
"Crusades, The",Adventure/Drama,1935
Pretty Poison,Comedy/Crime,1968
"Fountain, The",Drama/Fantasy,2006
Union Pacific,Drama/Western,1939
"Boy Named Charlie Brown, A",Animation/Children,1969
Snoopy Come Home,Animation/Children,1972
"Soldier'S Sweetheart, A",Drama/War,1998
City For Conquest,Drama,1940
Wicked,Thriller,1998
"Long Voyage Home, The",Drama/War,1940
Not As A Stranger,Drama,1955
"Black Dahlia, The",Crime/Drama,2006
"Woods, The",Horror,2006
Everyone'S Hero,Adventure/Animation,2006
Gridiron Gang,Drama,2006
Aaltra,Comedy/Drama,2004
Wonder Man,Comedy/Fantasy,1945
Lisbon Story,Drama,1994
Streamers,Drama/War,1983
Lemming,Drama/Mystery,2005
Taxidermia,Comedy/Drama,2006
Flight From Death: The Quest For Immortality,Documentary,2003
Yuva,Action/Adventure,2004
Mondo Topless,Documentary,1966
"Bridge, The",Documentary,2006
Vixen!,Drama,1968
Empire Falls,Drama/Romance,2005
Piccadilly,Crime/Drama,1929
"Private Life Of Henry Viii, The",Comedy/Drama,1933
Apocalypto,Adventure/Drama,2006
Household Saints,Drama,1993
Raintree County,Drama/Romance,1957
Flyboys,Action/Adventure,2006
Jackass Number Two,Comedy/Documentary,2006
All The King'S Men,Drama,2006
Conversations With Other Women,Comedy/Drama,2005
"Land Before Time Ii: The Great Valley Adventure, The",Adventure/Animation,1994
Borat: Cultural Learnings Of America For Make Benefit Glorious Nation Of Kazakhstan,Comedy,2006
Iraq For Sale: The War Profiteers,Documentary,2006
"Conqueror, The",Adventure/Romance,1956
"Guardian, The",Action/Adventure,2006
Open Season,Adventure/Animation,2006
School For Scoundrels,Comedy/Crime,2006
Romy And Michele: In The Beginning,Comedy,2005
G.O.R.A.,Adventure/Comedy,2004
"Departed, The",Crime/Drama,2006
"Texas Chainsaw Massacre: The Beginning, The",Horror/Thriller,2006
Employee Of The Month,Comedy,2006
Sirocco,Action/Drama,1951
"Hawaii, Oslo",Drama,2004
Dante'S Inferno,Action/Drama,1935
Dr. Cyclops,Adventure/Horror,1940
Running With Scissors,Comedy/Drama,2006
Dillinger,Crime/Drama,1945
Brute Force,Drama/Film-Noir,1947
Ellie Parker,Comedy/Drama,2005
"Grudge 2, The",Drama/Horror,2006
Man Of The Year,Comedy/Thriller,2006
"Marine, The",Action/Drama,2006
Infamous,Drama,2006
One Night With The King,Drama,2006
Once In A Lifetime: The Extraordinary Story Of The New York Cosmos,Documentary,2006
"Howards Of Virginia, The",Drama/War,1940
Chapayev,Drama/War,1934
Kummelin Jackpot,Comedy,2006
Feast,Action/Comedy,2005
Offside,Comedy/Drama,2006
Little Children,Drama/Romance,2006
Deliver Us From Evil,Documentary,2006
Marie Antoinette,Drama/Romance,1938
F.I.S.T.,Drama,1978
Facing The Giants,Action/Drama,2006
Mr. Conservative: Goldwater On Goldwater,Documentary,2006
Broadway Bill,Comedy/Drama,1934
"Last King Of Scotland, The",Drama/Thriller,2006
"U.S. Vs. John Lennon, The",Documentary,2006
Shortbus,Comedy/Drama,2006
3 Blind Mice,Crime/Mystery,2003
Children Of Men,Action/Adventure,2006
"Prestige, The",Drama/Mystery,2006
Flags Of Our Fathers,Drama/War,2006
Flicka,Children/Drama,2006
9Th Company,Action/Drama,2005
"Guide To Recognizing Your Saints, A",Crime/Drama,2006
Azumi 2: Death Or Love,Action/Adventure,2005
13 Tzameti,Film-Noir/Thriller,2005
Saw Iii,Crime/Horror,2006
Catch A Fire,Drama/Thriller,2006
Death Of A President,Crime/Drama,2006
Little Secrets,Children/Comedy,2001
5 Fingers,Drama/Thriller,1952
The Butterfly Effect 2,Adventure/Drama,2006
"Charge Of The Light Brigade, The",Action/Adventure,1936
Flushed Away,Animation/Comedy,2006
Perfume: The Story Of A Murderer,Crime/Drama,2006
Arabesque,Adventure/Drama,1966
"Santa Clause 3: The Escape Clause, The",Comedy/Fantasy,2006
"Long Weekend, The",Comedy,2005
Daddy Long Legs,Musical/Romance,1955
All The Invisible Children,Drama,2005
Mad Dogs & Englishmen,Documentary/Musical,1971
Four Daughters,Drama/Romance,1938
Arizona,Western,1940
"World, The Flesh And The Devil, The",Drama/Romance,1959
Mom And Dad Save The World,Comedy/Sci-Fi,1992
"Boynton Beach Bereavement Club, The",Comedy/Drama,2005
Farce Of The Penguins,Comedy,2006
Emmet Otter'S Jug-Band Christmas,Children/Comedy,1977
"Good Year, A",Comedy/Drama,2006
Shut Up & Sing,Documentary,2006
Vital,Thriller,2004
"Foreign Affair, A",Comedy/Romance,1948
"Return, The",Sci-Fi/Thriller,2006
For Your Consideration,Comedy,2006
Street Fight,Documentary,2005
Red Dust,Drama,2004
Fuck,Comedy/Documentary,2005
Casino Royale,Action/Adventure,2006
Happy Feet,Adventure/Animation,2006
Let'S Go To Prison,Comedy,2006
Bobby,Drama,2006
Deck The Halls,Comedy,2006
10 Items Or Less,Comedy/Drama,2006
"Holiday, The",Comedy/Romance,2006
I Wake Up Screaming,Crime/Film-Noir,1941
Luna De Avellaneda,Drama/Romance,2004
Snow Cake,Drama,2006
Harsh Times,Action/Crime,2006
London To Brighton,Crime/Drama,2006
Gacy,Crime/Drama,2003
Fast Food Nation,Drama,2006
"Bête Humaine, La",Drama,1938
Min And Bill,Comedy/Drama,1930
"20,000 Years In Sing Sing",Crime/Drama,1932
The Great Train Robbery,Crime/Western,1903
Tenacious D In The Pick Of Destiny,Adventure/Comedy,2006
"Facts Of Life, The",Comedy/Drama,1960
It'S A Wonderful World,Comedy/Crime,1939
Reeker,Horror/Mystery,2005
Sitting Pretty,Comedy,1948
"Last Hard Men, The",Western,1976
Moog,Documentary/Musical,2004
"Nativity Story, The",Drama,2006
National Lampoon'S Van Wilder: The Rise Of Taj,Comedy,2006
Turistas,Adventure/Drama,2006
Blood Diamond,Action/Adventure,2006
Dracula'S Daughter,Drama/Horror,1936
Doc Savage: The Man Of Bronze,Adventure,1975
She,Action/Adventure,1965
Unaccompanied Minors,Children/Comedy,2006
Off The Black,Drama,2006
Charlotte'S Web,Children/Comedy,2006
Eragon,Action/Adventure,2006
Rocky Balboa,Action/Drama,2006
Fur: An Imaginary Portrait Of Diane Arbus,Drama/Fantasy,2006
Girl Shy,Action/Comedy,1924
"Dam Busters, The",Action/Drama,1955
Zombie Honeymoon,Drama/Horror,2004
Another Gay Movie,Comedy,2006
Oyster Farmer,Drama,2004
Waterloo Bridge,Drama/War,1931
Red-Headed Woman,Comedy/Romance,1932
Daniel,Drama,1983
Power,Drama,1986
Lost Horizon,Adventure/Drama,1973
"Man Who Never Was, The",Drama/War,1956
Something Wild,Drama,1961
"Painted Veil, The",Drama/Romance,2006
We Are Marshall,Drama,2006
"Plague Dogs, The",Adventure/Animation,1982
"Good Shepherd, The",Drama/Thriller,2006
Dreamgirls,Drama/Musical,2006
Loose Change: Second Edition,Documentary/Mystery,2006
We Feed The World,Documentary,2005
Freedom Writers,Drama,2007
When The Levees Broke: A Requiem In Four Acts,Documentary,2006
Katzelmacher,Drama/Romance,1969
Inland Empire,Drama/Mystery,2006
Sebastiane,Drama/Thriller,1976
Caravaggio,Drama,1986
Wild Side,Drama,2004
"History Boys, The",Comedy/Drama,2006
Notes On A Scandal,Drama,2006
Children Shouldn'T Play With Dead Things,Horror,1973
The Face Behind The Mask,Crime/Drama,1941
Doa: Dead Or Alive,Action/Adventure,2006
Don'T Drink The Water,Comedy,1994
"Good German, The",Drama/Mystery,2006
Sweet Land,Drama/Romance,2005
Letters From Iwo Jima,Drama/War,2006
Presenting Lily Mars,Comedy/Musical,1943
Black Christmas,Action/Horror,2006
Happily N'Ever After,Animation/Children,2007
Home Of The Brave,Action/Drama,2007
Code Name: The Cleaner,Action/Comedy,2007
Stomp The Yard,Drama/Musical,2007
Miss Potter,Drama,2006
Arthur And The Invisibles,Action/Children,2007
Loving Annabelle,Drama/Romance,2006
David And Bathsheba,Drama/Romance,1951
Old Joy,Drama,2006
Venus,Drama/Romance,2006
My Bollywood Bride,Comedy/Drama,2006
Rosario Tijeras,Crime/Drama,2005
American Madness,Drama,1932
The Return Of Don Camillo,Comedy,1953
The Little World Of Don Camillo,Comedy,1952
Invisible Waves,Adventure/Crime,2006
Primeval,Horror/Thriller,2007
Alpha Dog,Crime/Drama,2007
"Hitcher, The",Action/Horror,2007
"Dead Girl, The",Drama/Mystery,2006
House Of 9,Drama/Horror,2005
"Stolen Life, A",Drama,1946
Red Doors,Comedy/Drama,2005
"Wendell Baker Story, The",Comedy/Drama,2005
Crawlspace,Horror,1986
Linda Linda Linda,Comedy/Drama,2005
Juarez,Drama/Romance,1939
Bridge To Terabithia,Adventure/Children,2007
Beer League,Comedy,2006
Dead Meat,Horror,2004
Killer Of Sheep,Drama,1977
Dirty Sanchez: The Movie,Comedy,2006
Kenny,Comedy,2006
49 Up,Documentary,2005
Waitress,Comedy/Drama,2007
"Secret, The",Documentary,2006
Neverwas,Drama/Fantasy,2005
Seven Up!,Documentary,1964
7 Plus Seven,Documentary,1970
Catch And Release,Comedy/Drama,2006
Smokin' Aces,Action/Crime,2006
Blood And Chocolate,Drama/Fantasy,2007
Epic Movie,Adventure/Comedy,2007
"Messengers, The",Drama/Horror,2007
Because I Said So,Comedy/Drama,2007
Hannibal Rising,Drama/Horror,2007
Norbit,Comedy/Romance,2007
Billy The Kid Vs. Dracula,Action/Drama,1966
Cocaine Cowboys,Documentary,2006
Lonely Hearts,Crime/Drama,2006
Ratatouille,Animation/Children,2007
Five Fingers,Drama/Thriller,2006
Izo,Action/Drama,2004
Lola,Drama/Romance,1961
"Point, The",Animation/Children,1971
"Astronaut Farmer, The",Drama,2007
"Wake Up, Ron Burgundy",Comedy,2004
