id,zipcode,sqft,bedrooms,bathrooms,floors,year_built,lot_size,garage_spaces,has_pool,has_fireplace,condition,heating_type,hoa_fee,days_on_market,walk_score,crime_rate,price,price_per_sqft,age,is_new
834,75006,2288,1,2.5,1,2014,8415,3,0,0,2,Electric,291.88,65,54.3,41.1,602489,263.33,11,0
835,75009,2162,3,3.5,2,1973,9959,2,0,0,4,None,0.0,183,64.6,23.2,532733,246.41,52,0
836,75002,1609,4,1.9,2,2013,6362,2,0,1,4,Gas,0.0,112,33.3,14.1,673709,418.71,12,0
837,75002,1220,5,3.1,1,1971,4312,2,1,1,5,Electric,0.0,40,40.9,3.4,554918,454.85,54,0
838,75002,1399,2,1.9,2,1989,6562,2,0,0,2,Solar,0.0,46,87.9,67.4,447333,319.75,36,0
839,75013,1509,6,2.8,1,1952,7595,0,0,0,3,Gas,0.0,127,78.0,35.4,744677,493.49,73,0
840,75007,2508,1,2.4,1,1967,4920,2,0,1,2,Electric,0.0,7,66.9,33.3,642540,256.2,58,0
841,75010,2645,2,2.9,2,2021,4894,2,0,1,5,Solar,0.0,141,77.2,38.1,778175,294.21,4,1
842,75007,1522,3,2.6,1,1964,2922,3,0,1,2,Electric,0.0,11,55.2,40.1,515665,338.81,61,0
843,75009,1304,2,1.5,2,2017,7290,2,0,0,5,Gas,0.0,140,62.1,42.5,385816,295.87,8,0
844,75009,1026,5,1.7,1,1995,8783,1,0,1,2,Gas,470.4,65,69.9,35.8,348738,339.9,30,0
845,75013,1626,3,3.2,2,1958,9366,2,0,0,3,Gas,0.0,118,58.4,34.8,821155,505.02,67,0
846,75010,2249,5,2.4,2,2019,11011,2,0,0,2,Gas,0.0,123,58.3,56.7,892024,396.63,6,0
847,75002,1347,2,2.4,2,1960,7447,2,0,0,3,Gas,0.0,69,94.8,18.8,574357,426.4,65,0
848,75001,2712,5,2.9,1,2013,11829,1,0,1,1,Gas,0.0,139,65.2,49.4,1054176,388.71,12,0
849,75002,2220,6,2.8,1,1998,5467,2,0,0,2,Gas,0.0,163,83.7,40.3,842879,379.68,27,0
850,75007,2640,1,2.4,1,1969,7730,2,1,1,4,Gas,532.61,41,69.7,28.7,713130,270.12,56,0
851,75006,1522,2,2.2,1,2019,9151,3,1,0,4,Gas,0.0,74,73.8,45.0,588983,386.98,6,0
852,75010,2427,3,2.8,2,1970,10487,1,0,0,2,Solar,0.0,58,35.0,46.1,883048,363.84,55,0
853,75010,1334,3,2.2,2,1981,12264,1,0,1,2,Gas,264.11,14,63.3,6.0,629713,472.05,44,0
854,75001,2415,2,1.6,2,1993,9379,2,0,0,5,Solar,0.0,30,65.4,27.6,1032871,427.69,32,0
855,75013,2864,8,1.0,2,1995,1901,2,0,0,2,Electric,183.76,115,48.2,41.8,1039697,363.02,30,0
856,75009,2856,4,2.1,2,1990,7405,2,1,0,4,Gas,0.0,110,46.2,44.8,657195,230.11,35,0
857,75009,1681,6,2.5,2,1983,8020,2,0,1,2,None,0.0,195,72.8,34.0,438340,260.76,42,0
858,75007,1471,6,1.1,1,1994,7071,1,0,0,5,Gas,75.47,60,70.3,51.3,532389,361.92,31,0
859,75009,1901,3,4.4,1,2002,6904,1,0,1,5,Solar,0.0,121,63.5,35.7,519254,273.15,23,0
860,75013,2943,2,4.0,2,1952,7018,1,0,1,2,Gas,0.0,105,44.4,42.7,1174113,398.95,73,0
861,75010,1183,6,2.6,1,2005,2497,1,0,1,3,Electric,0.0,184,61.9,60.3,555967,469.96,20,0
862,75013,1092,4,2.6,2,2008,6957,2,0,1,3,Electric,794.07,165,67.9,25.9,685147,627.42,17,0
863,75010,773,3,1.3,1,2001,8718,2,0,0,3,Electric,322.43,7,100.0,13.8,426685,551.99,24,0
864,75010,2057,2,4.0,2,1962,11105,2,0,0,4,Gas,0.0,54,65.3,33.6,759150,369.06,63,0
865,75001,980,4,2.1,1,1971,12474,3,0,1,3,Solar,0.0,143,43.8,53.9,477481,487.23,54,0
866,75010,2715,3,3.6,1,1983,8578,1,0,0,2,Electric,0.0,192,56.5,65.0,830168,305.77,42,0
867,75010,2984,7,3.5,1,2024,7253,2,0,1,2,Solar,730.35,56,56.6,31.4,1061171,355.62,1,1
868,75001,1918,3,1.7,2,2002,6662,2,0,1,4,Electric,0.0,105,70.5,58.9,628507,327.69,23,0
869,75010,3436,6,2.6,2,2007,2105,0,0,0,5,Solar,617.41,126,94.7,46.6,1230136,358.01,18,0
870,75009,2140,2,2.3,1,1966,11005,2,0,1,3,Gas,0.0,66,70.8,32.0,548964,256.53,59,0
871,75001,1697,4,1.6,1,1975,1489,2,0,0,4,Electric,0.0,70,66.6,49.2,665328,392.06,50,0
872,75009,1687,3,2.3,2,1974,5377,2,1,0,4,Gas,0.0,18,73.0,38.8,428889,254.23,51,0
873,75007,2860,4,2.5,2,1960,10061,2,0,0,4,Gas,0.0,110,65.5,32.8,884551,309.28,65,0
874,75002,2476,4,2.6,2,2018,9530,1,0,1,5,Electric,0.0,42,82.6,18.8,853914,344.88,7,0
875,75001,782,4,3.0,1,2010,9286,1,0,0,4,Gas,0.0,182,99.1,43.2,430575,550.61,15,0
876,75006,872,6,1.7,2,1991,3071,1,0,1,3,Solar,0.0,39,86.3,15.6,421725,483.63,34,0
877,75009,1118,5,2.4,1,1999,10136,2,0,1,3,Gas,0.0,4,81.5,30.7,341056,305.06,26,0
878,75006,1644,5,2.2,1,2017,4498,2,0,0,3,None,0.0,3,80.9,40.8,522292,317.7,8,0
879,75006,1221,5,2.1,2,2020,8098,1,0,1,5,Gas,0.0,64,63.1,43.6,589816,483.06,5,1
880,75010,1541,4,1.4,2,1980,3638,1,0,0,4,Electric,0.0,18,74.5,30.2,662302,429.79,45,0
881,75010,1506,1,1.6,1,1963,4743,2,1,1,2,Gas,0.0,117,57.3,66.6,579732,384.95,62,0
882,75010,1328,2,1.7,1,1963,3304,2,0,0,5,Electric,0.0,190,71.3,30.3,583260,439.2,62,0
883,75001,3272,3,2.6,1,2016,7956,1,0,0,4,Gas,0.0,104,68.5,34.9,1056476,322.88,9,0
884,75009,2852,3,2.4,2,2013,2328,3,1,1,3,Gas,0.0,181,48.5,47.5,732408,256.81,12,0
885,75009,3068,5,2.4,1,1980,6262,2,0,0,4,Gas,0.0,15,57.5,40.1,641368,209.05,45,0
886,75010,3007,6,2.3,1,2014,8952,1,0,1,3,Gas,0.0,74,67.1,21.1,1097150,364.87,11,0
887,75013,1957,7,2.3,1,1991,3622,1,0,1,4,Gas,0.0,190,75.9,33.7,824395,421.25,34,0
888,75006,2066,7,1.0,1,2007,5507,1,0,0,3,None,0.0,96,84.3,41.1,618961,299.59,18,0
889,75007,1443,3,2.8,2,1963,2996,2,0,1,5,Electric,0.0,148,56.1,48.7,574803,398.34,62,0
890,75010,2089,5,3.4,2,1961,8989,1,0,0,3,Electric,0.0,142,62.0,44.6,814693,389.99,64,0
891,75010,1400,8,2.0,1,1969,8198,2,0,1,3,Gas,0.0,94,82.6,68.4,572879,409.2,56,0
892,75009,1039,7,1.8,1,1992,9094,0,0,0,3,Solar,0.0,110,79.9,52.7,385271,370.81,33,0
893,75006,1540,1,2.9,2,2018,5185,1,0,0,5,Gas,0.0,121,55.5,55.0,570546,370.48,7,0
894,75002,2523,5,3.6,1,2000,6479,2,0,1,2,Electric,0.0,150,50.4,33.3,884229,350.47,25,0
895,75002,2058,7,2.6,1,1998,5448,1,0,0,3,Electric,0.0,22,62.1,48.6,772882,375.55,27,0
896,75001,2362,6,3.7,1,1954,10662,2,1,0,3,Gas,0.0,135,71.1,24.8,828737,350.86,71,0
897,75001,2010,6,3.8,1,1956,10853,1,0,1,4,Gas,0.0,12,94.6,29.9,788220,392.15,69,0
898,75010,1449,4,3.1,2,2014,6083,2,0,1,4,Gas,370.11,19,64.7,48.5,741774,511.92,11,0
899,75006,2312,6,2.2,1,1960,4899,1,0,0,5,Gas,0.0,193,96.0,9.0,766017,331.32,65,0
900,75001,2057,3,1.4,1,1992,5696,1,0,0,4,None,0.0,115,75.1,35.4,729573,354.68,33,0
901,75013,2790,5,1.6,2,2016,11620,2,0,0,3,Solar,0.0,38,37.4,35.6,996172,357.05,9,0
902,75002,2813,3,2.0,1,2002,12438,2,0,0,2,Gas,0.0,156,60.6,33.3,888224,315.76,23,0
903,75002,1822,5,2.9,1,1951,10812,1,0,1,3,Electric,0.0,21,46.4,67.2,565314,310.27,74,0
904,75002,2073,7,2.9,1,2015,4723,2,1,0,1,Solar,667.56,121,71.1,53.7,722824,348.68,10,0
905,75013,1463,2,1.7,2,1965,8790,1,0,0,3,Solar,0.0,167,60.3,43.2,607259,415.08,60,0
906,75001,1484,6,3.0,2,1979,7237,1,1,1,4,Gas,0.0,153,72.1,13.8,803035,541.13,46,0
907,75010,1654,6,1.8,1,1961,11591,2,0,1,2,Electric,0.0,134,62.2,68.5,825811,499.28,64,0
908,75013,2295,4,1.8,1,1966,6068,2,0,1,4,Electric,793.13,165,65.1,28.8,1048125,456.7,59,0
909,75010,1688,3,1.3,1,2017,1765,2,0,0,3,Solar,0.0,163,69.7,38.0,593168,351.4,8,0
910,75013,2927,4,1.5,1,2005,3671,1,0,0,2,Gas,0.0,135,51.8,10.9,949269,324.31,20,0
911,75002,2284,8,3.1,1,1967,7513,1,0,1,1,Electric,0.0,168,58.1,29.2,826317,361.79,58,0
912,75010,1839,7,1.9,2,2024,1393,2,0,0,5,Electric,0.0,169,72.5,43.7,867889,471.94,1,1
913,75010,2609,4,1.0,2,2011,11892,3,0,0,4,Gas,0.0,142,68.0,45.5,899473,344.76,14,0
914,75007,1559,2,1.7,2,2019,11234,2,0,0,4,Electric,0.0,29,79.1,32.4,510255,327.3,6,0
915,75013,1613,4,2.8,1,1985,6020,2,0,1,4,Electric,288.17,123,56.9,42.3,859834,533.07,40,0
916,75010,2808,7,1.1,2,2003,1613,1,0,1,4,Gas,0.0,143,55.3,42.4,911185,324.5,22,0
917,75013,1216,2,1.7,1,1987,5742,2,0,0,5,Electric,163.83,32,76.8,47.6,684495,562.91,38,0
918,75010,1910,3,2.1,1,2013,13196,1,1,1,2,Gas,0.0,54,69.4,50.2,777685,407.16,12,0
919,75009,1772,6,2.8,1,1971,1518,3,0,0,4,Gas,203.27,51,40.1,19.6,511440,288.62,54,0
920,75007,1560,2,1.9,1,2010,2487,0,0,0,3,Gas,0.0,7,56.5,44.4,451656,289.52,15,0
921,75007,2591,4,1.8,1,2022,11009,1,0,0,4,Electric,432.62,70,92.0,48.4,791519,305.49,3,1
922,75001,2518,4,2.5,1,1956,10605,2,0,0,5,Electric,0.0,2,59.3,36.3,951447,377.86,69,0
923,75009,2406,6,4.3,2,1980,6458,2,0,0,2,Electric,0.0,10,69.9,40.3,646404,268.66,45,0
924,75007,2014,1,3.0,1,2020,12813,1,0,0,5,Gas,0.0,113,52.1,32.3,580019,287.99,5,1
925,75002,2385,4,1.9,1,1965,9226,1,0,1,4,Electric,0.0,49,81.6,31.3,842341,353.18,60,0
926,75001,799,4,2.4,1,1954,8213,1,0,0,2,Electric,0.0,139,63.0,37.8,464859,581.8,71,0
927,75007,1757,5,2.8,1,1984,6548,1,0,0,3,Gas,0.0,185,60.3,50.8,527929,300.47,41,0
928,75001,2022,2,1.9,2,1955,8085,2,0,0,4,Electric,0.0,177,68.7,31.9,734113,363.06,70,0
929,75013,1646,3,2.4,2,1975,300,1,0,0,3,Solar,0.0,177,60.0,55.3,672430,408.52,50,0
930,75006,2111,3,3.1,2,2023,4776,3,0,0,3,Solar,0.0,101,70.8,28.2,671651,318.17,2,1
931,75006,3429,2,1.1,2,1979,8632,1,0,1,5,Gas,0.0,192,64.9,56.3,778260,226.96,46,0
932,75001,2068,3,2.6,1,1952,5738,2,0,1,4,Gas,691.54,128,37.0,30.3,811111,392.22,73,0
933,75007,2247,3,1.1,1,2012,8728,2,0,1,3,Gas,0.0,180,67.2,33.7,632695,281.57,13,0
934,75001,2122,4,2.5,1,1989,6680,2,0,0,3,Gas,0.0,121,77.1,42.8,814288,383.74,36,0
935,75001,1281,5,1.4,1,1992,8334,1,0,1,4,Electric,0.0,68,41.4,59.3,518474,404.74,33,0
936,75006,1107,5,2.0,1,2008,15944,1,0,0,4,Solar,0.0,84,54.2,46.9,435912,393.78,17,0
937,75010,1028,6,2.9,1,2010,1967,2,0,0,5,Electric,487.06,191,73.6,30.1,508860,495.0,15,0
938,75007,2169,6,2.7,2,1988,5602,1,0,1,2,Solar,0.0,84,80.1,49.5,545799,251.64,37,0
939,75001,776,4,1.7,2,2001,7206,2,0,1,4,Electric,704.82,30,75.8,55.3,428198,551.8,24,0
940,75002,2386,2,1.1,1,1952,7683,2,0,0,4,Gas,638.7,64,58.0,53.1,752079,315.2,73,0
941,75010,1879,1,2.6,2,2019,4735,1,0,1,4,Gas,312.27,137,66.7,22.6,770968,410.31,6,0
942,75010,2271,6,1.8,2,1996,7841,1,0,1,4,Electric,0.0,8,79.0,33.9,1008065,443.89,29,0
943,75010,1204,4,2.7,1,2019,902,1,0,0,4,Solar,0.0,7,55.3,40.5,626525,520.37,6,0
944,75006,2932,5,2.2,1,1950,10388,0,1,1,3,Solar,0.0,68,84.8,65.6,931780,317.8,75,0
945,75006,1965,2,3.9,1,1963,5649,2,1,1,2,Gas,0.0,117,64.0,18.7,667621,339.76,62,0
946,75010,864,2,2.2,2,1956,10509,3,0,0,3,Gas,0.0,78,70.9,61.6,471176,545.34,69,0
947,75006,2740,3,2.1,2,1986,17634,2,0,1,3,Gas,0.0,31,71.4,45.1,763951,278.81,39,0
948,75010,1236,4,3.3,1,1989,3670,3,0,1,4,Electric,252.98,101,57.9,38.2,605934,490.24,36,0
949,75009,1267,4,2.6,2,1973,2789,1,0,1,3,Electric,0.0,115,86.1,45.6,440502,347.67,52,0
950,75006,1281,2,2.3,2,1979,12902,2,0,0,3,Electric,0.0,46,59.1,86.1,432151,337.35,46,0
951,75001,1814,1,1.3,1,1999,6190,2,0,1,5,Solar,604.83,182,51.3,37.6,780734,430.39,26,0
952,75001,2352,5,2.4,1,1966,4577,2,0,1,4,Electric,0.0,158,57.1,48.2,924700,393.15,59,0
953,75013,2335,3,2.2,2,1956,3819,3,0,0,3,Gas,0.0,28,77.7,26.3,841055,360.19,69,0
954,75007,3513,4,2.2,1,1960,4598,2,0,0,2,None,0.0,186,49.0,41.6,860707,245.01,65,0
955,75013,1602,7,2.3,1,1974,6463,2,0,1,3,Electric,0.0,71,55.6,53.4,707502,441.64,51,0
956,75006,1726,1,3.1,2,1984,7756,1,0,1,5,Electric,0.0,84,37.8,43.2,606474,351.38,41,0
957,75002,1182,4,2.8,1,2019,2763,2,0,0,3,Gas,0.0,33,70.2,38.2,441256,373.31,6,0
958,75006,1342,3,1.2,1,1986,2783,0,0,0,4,Solar,0.0,6,68.5,56.4,443225,330.27,39,0
959,75006,2672,1,1.8,2,2020,6653,2,0,0,1,Gas,0.0,107,92.7,17.9,736377,275.59,5,1
960,75009,1698,1,2.7,2,1967,5073,2,0,1,3,Gas,0.0,101,61.1,55.5,446873,263.18,58,0
961,75001,2271,3,2.4,1,2004,3011,1,0,0,2,Electric,420.46,73,83.9,59.0,819872,361.02,21,0
962,75010,2019,8,2.6,2,2023,10622,1,0,0,2,Gas,682.58,29,66.7,11.2,860583,426.24,2,1
963,75007,1370,2,1.7,1,1998,4039,1,0,1,5,Gas,0.0,145,40.2,44.0,424881,310.13,27,0
964,75007,1505,3,3.5,1,2000,9473,3,0,0,3,Gas,0.0,192,64.9,44.5,520262,345.69,25,0
965,75007,875,5,2.8,1,1978,5912,3,0,1,2,Solar,784.44,170,77.5,36.3,378128,432.15,47,0
966,75007,1878,6,3.8,1,1961,300,2,0,1,4,Solar,0.0,6,52.7,9.5,586833,312.48,64,0
967,75007,2047,2,3.8,1,1962,4908,3,0,0,4,Gas,0.0,73,75.1,37.5,678538,331.48,63,0
968,75006,1818,2,2.2,1,1950,9847,1,0,0,3,Gas,144.23,43,54.1,63.5,570619,313.87,75,0
969,75007,2596,4,1.6,1,1985,10117,2,0,1,4,Gas,0.0,165,60.4,33.4,718142,276.63,40,0
970,75007,1205,5,2.8,2,1964,8378,1,0,1,3,Gas,0.0,99,36.8,61.4,482922,400.77,61,0
971,75009,2028,3,3.3,1,1952,12456,2,0,1,2,Electric,0.0,6,56.2,38.6,559248,275.76,73,0
972,75009,1398,4,3.5,2,1961,8953,1,0,1,4,Gas,0.0,152,81.1,58.7,398209,284.84,64,0
973,75002,2228,3,3.1,1,2017,4569,2,0,1,4,Gas,0.0,177,38.1,40.6,743825,333.85,8,0
974,75009,1462,1,3.3,2,1994,1140,0,0,1,4,Gas,0.0,95,41.7,44.4,399368,273.17,31,0
975,75009,2488,3,2.1,1,1998,9537,1,0,0,3,Gas,0.0,75,91.4,19.5,641973,258.03,27,0
976,75001,2382,4,3.1,2,1955,9665,3,0,1,3,Gas,0.0,132,57.9,52.3,785836,329.91,70,0
977,75009,2200,5,2.3,2,1965,5497,1,0,0,2,Gas,0.0,116,89.8,16.7,525979,239.08,60,0
978,75002,2155,4,2.5,2,1974,7462,2,0,0,3,Gas,0.0,124,57.9,47.3,756421,351.01,51,0
979,75007,2171,2,3.4,2,1961,10589,0,1,1,2,Electric,0.0,23,65.5,44.7,671978,309.52,64,0
980,75010,2200,2,3.0,1,1990,8143,1,0,0,3,Electric,0.0,144,67.8,73.0,904376,411.08,35,0
981,75006,2319,3,1.6,2,1981,10234,2,0,1,5,Gas,0.0,97,47.6,21.8,737144,317.87,44,0
982,75007,1787,5,3.5,1,2020,9276,2,0,1,4,Gas,359.71,173,76.6,22.7,564763,316.04,5,1
983,75001,1328,4,2.7,1,2018,9672,1,1,0,4,Gas,0.0,90,67.3,83.3,658290,495.7,7,0
984,75006,1974,6,2.4,1,1999,1083,2,0,1,5,Solar,0.0,161,66.4,39.9,643740,326.11,26,0
985,75009,2308,5,1.3,1,1989,6133,2,0,0,4,Solar,155.03,28,73.8,35.5,566315,245.37,36,0
986,75006,2307,4,2.1,2,1964,12937,2,0,0,1,Electric,0.0,39,75.7,40.4,806858,349.74,61,0
987,75002,3038,2,3.0,2,2023,5771,3,0,1,3,Gas,0.0,27,84.7,43.4,818164,269.31,2,1
988,75002,1700,2,2.5,1,1991,8442,2,0,1,4,Gas,0.0,108,79.3,60.5,562669,330.98,34,0
989,75013,1154,6,2.1,1,2010,6236,3,0,1,3,Electric,0.0,115,59.1,35.8,655184,567.75,15,0
990,75001,1673,5,2.7,2,1975,7812,1,0,0,2,Gas,0.0,131,37.3,39.0,658128,393.38,50,0
991,75007,1746,4,2.4,1,1964,11964,1,0,1,4,Solar,0.0,136,60.1,44.4,530516,303.85,61,0
992,75001,1517,5,4.0,1,1987,5393,2,0,1,4,Electric,0.0,74,44.5,33.1,825550,544.2,38,0
993,75009,1376,3,2.1,1,2002,3001,3,0,0,3,Electric,418.44,116,59.6,32.8,405675,294.82,23,0
994,75001,1918,1,2.5,2,2017,13464,3,0,0,2,Electric,0.0,27,82.7,61.5,741276,386.48,8,0
995,75009,1959,5,2.4,1,2010,1211,2,0,0,4,Electric,0.0,121,68.3,65.7,550259,280.89,15,0
996,75002,1377,3,2.7,2,1958,10633,2,0,1,3,Solar,0.0,48,72.9,48.0,573237,416.29,67,0
997,75010,1313,6,2.3,2,1972,4400,2,0,0,3,Electric,0.0,75,53.8,37.2,651567,496.24,53,0
998,75006,2222,3,2.7,1,1997,9482,1,0,0,4,Gas,0.0,66,63.0,34.7,707014,318.19,28,0
999,75001,2283,3,2.8,2,1953,9985,2,1,1,4,Electric,0.0,120,40.2,42.8,960432,420.69,72,0
1000,75002,1509,3,3.4,1,2003,8233,1,0,0,5,Solar,0.0,42,83.3,19.5,564541,374.12,22,0
1001,75001,1897,5,1.0,1,1964,4200,3,0,0,2,Electric,0.0,36,80.9,66.3,702300,370.22,61,0
1002,75007,2298,3,1.0,2,1966,9550,2,0,1,3,Gas,0.0,170,68.4,28.4,657058,285.93,59,0
1003,75002,2078,6,1.5,2,1979,8505,1,0,1,3,Electric,0.0,99,83.0,53.2,775451,373.17,46,0
1004,75009,2938,1,3.0,2,1981,4864,1,0,0,4,Solar,0.0,63,22.4,36.7,670986,228.38,44,0
1005,75007,1195,1,2.6,2,1964,5706,1,0,1,4,Gas,0.0,126,49.1,44.3,391012,327.21,61,0
1006,75001,1066,3,2.9,2,1993,5955,2,0,1,4,Gas,542.9,137,86.8,36.8,530662,497.81,32,0
1007,75006,2434,2,2.9,2,1985,9380,3,0,1,2,Gas,0.0,21,34.9,19.9,754729,310.08,40,0
1008,75007,2210,4,2.0,2,1995,2365,0,0,1,4,Gas,0.0,11,67.2,37.5,674448,305.18,30,0
1009,75009,1671,7,3.3,1,1966,376,3,1,0,2,Gas,0.0,189,86.3,51.7,455525,272.61,59,0
1010,75001,2652,4,2.9,2,1972,7526,2,0,1,3,Gas,0.0,175,66.5,25.5,914792,344.94,53,0
1011,75009,1613,5,3.2,1,2012,5942,1,0,0,3,Solar,143.63,196,49.1,26.7,435108,269.75,13,0
1012,75006,2307,5,1.9,1,1989,7737,0,0,1,5,Electric,0.0,156,70.6,62.6,671604,291.12,36,0
1013,75002,1892,4,1.5,1,1952,9313,1,0,0,3,Electric,630.97,55,51.2,59.1,561963,297.02,73,0
1014,75010,1535,2,1.8,1,1978,4364,1,0,0,3,Gas,0.0,60,45.5,23.8,660766,430.47,47,0
1015,75001,1746,7,2.6,2,1990,4144,1,0,1,4,Electric,0.0,133,67.5,18.1,684651,392.13,35,0
1016,75013,2703,2,1.2,1,1984,7302,2,0,0,5,Electric,0.0,193,98.2,49.6,1072360,396.73,41,0
1017,75010,1768,5,2.7,1,1995,6215,0,0,0,4,Gas,0.0,101,66.3,55.6,729271,412.48,30,0
1018,75007,2905,6,3.8,1,1988,2864,1,0,0,4,Solar,0.0,152,64.1,29.7,701684,241.54,37,0
1019,75001,2093,2,2.7,2,2021,9866,2,0,1,3,Solar,0.0,165,94.2,35.4,819824,391.7,4,1
1020,75006,1848,2,2.7,2,1994,6483,2,0,0,4,Gas,0.0,71,79.3,36.1,646628,349.91,31,0
1021,75009,1397,7,2.3,2,1986,8797,1,0,1,4,Gas,0.0,94,66.7,19.0,427896,306.3,39,0
1022,75013,2406,3,2.4,2,2008,316,1,0,0,4,Gas,0.0,123,52.8,65.0,818866,340.34,17,0
1023,75009,2124,1,2.5,1,1950,6744,1,0,1,4,Solar,0.0,63,63.5,29.5,528056,248.61,75,0
1024,75006,1953,3,1.8,2,2010,4796,3,0,0,5,Solar,740.82,195,61.7,35.0,642750,329.11,15,0
1025,75007,2060,8,1.8,2,1967,1416,0,0,0,3,Electric,251.83,149,54.2,33.6,695047,337.4,58,0
1026,75013,1927,6,2.1,1,1990,12641,1,0,0,3,Electric,0.0,4,32.7,30.5,856679,444.57,35,0
1027,75006,1282,7,2.6,1,2001,8060,2,0,0,3,Electric,0.0,128,88.9,39.4,545361,425.4,24,0
1028,75001,2393,6,1.3,1,1988,7937,1,0,0,3,Solar,0.0,116,67.5,48.6,920428,384.63,37,0
1029,75007,3114,4,1.4,2,1975,7629,1,0,1,3,Electric,0.0,148,85.2,58.9,680931,218.67,50,0
1030,75013,3019,6,1.3,1,1956,4453,1,0,1,4,Gas,0.0,162,51.9,37.5,1112788,368.59,69,0
1031,75006,2063,2,1.6,2,1994,8077,2,0,1,3,Electric,0.0,45,65.7,46.2,568154,275.4,31,0
1032,75002,1848,2,2.6,1,1993,10172,1,0,0,3,Gas,0.0,18,76.3,50.8,630952,341.42,32,0
1033,75001,2051,3,1.7,1,1970,1510,3,0,1,4,Gas,0.0,175,46.0,50.3,729017,355.44,55,0
1034,75002,1627,5,2.7,2,2006,6232,1,0,1,3,Gas,0.0,27,44.3,22.0,692519,425.64,19,0
1035,75006,2169,3,5.0,1,1963,11660,2,0,1,4,Solar,0.0,62,40.4,36.4,735720,339.2,62,0
1036,75009,2225,6,3.2,2,1990,10860,0,0,0,3,Gas,0.0,199,61.2,35.6,568381,255.45,35,0
1037,75010,1278,1,3.7,2,1988,5485,1,0,0,3,Gas,631.82,88,88.7,50.9,619276,484.57,37,0
1038,75001,1803,5,1.6,2,2008,12532,2,0,1,3,Gas,0.0,193,76.9,33.5,658962,365.48,17,0
1039,75013,2525,4,4.2,2,1989,7197,1,0,1,2,Gas,454.03,91,41.0,58.3,977560,387.15,36,0
1040,75002,2540,2,3.9,1,1966,7467,1,0,0,1,Gas,693.75,78,69.1,47.0,685948,270.06,59,0
1041,75001,1245,5,1.5,1,2020,10933,1,0,0,4,Gas,0.0,143,84.2,36.9,590590,474.37,5,1
1042,75009,2658,2,1.5,2,2024,8529,2,0,1,5,Solar,0.0,20,79.9,38.9,685989,258.08,1,1
1043,75010,1829,3,3.0,1,2003,6537,1,0,0,3,Solar,0.0,23,75.1,60.6,699059,382.21,22,0
1044,75006,1984,8,2.0,2,1956,8966,3,0,1,4,Gas,0.0,194,57.7,19.7,800300,403.38,69,0
1045,75010,1902,6,3.0,1,2004,7015,2,0,1,4,Solar,0.0,74,60.2,6.5,844728,444.13,21,0
1046,75002,732,4,2.5,1,2023,9519,2,0,1,3,Gas,0.0,80,64.5,19.9,414644,566.45,2,1
1047,75013,2253,3,3.3,1,1983,7275,1,0,0,3,Gas,0.0,121,68.4,35.8,854740,379.38,42,0
1048,75013,1035,5,3.6,1,1957,13488,3,0,1,4,Gas,0.0,22,50.6,25.7,632775,611.38,68,0
1049,75001,2498,3,2.6,2,1987,7083,1,0,0,5,Electric,0.0,155,81.3,51.5,1029779,412.24,38,0
1050,75002,1219,5,3.0,1,1979,8246,0,0,1,4,Solar,0.0,59,62.3,55.6,549569,450.84,46,0
1051,75010,2636,3,2.0,2,2017,12331,3,0,0,5,None,0.0,85,52.5,22.7,992330,376.45,8,0
1052,75001,2139,5,2.5,2,2021,7934,2,0,0,4,Electric,436.92,181,61.7,22.2,841624,393.47,4,1
1053,75010,2365,1,3.0,1,1969,11464,2,0,1,4,None,0.0,50,55.9,37.2,901902,381.35,56,0
1054,75006,1570,5,1.3,1,1962,2684,2,0,1,3,Gas,0.0,156,63.9,21.9,648802,413.25,63,0
1055,75010,915,5,2.1,1,2018,13155,2,0,0,3,Solar,644.32,152,63.6,36.8,522325,570.85,7,0
1056,75001,1411,2,3.3,1,1983,9091,2,0,0,1,Solar,0.0,61,60.4,21.2,494287,350.31,42,0
1057,75002,2193,8,2.4,2,1963,2085,0,0,1,4,Electric,0.0,122,42.3,49.8,811544,370.06,62,0
1058,75001,2274,2,1.0,2,2018,9649,2,0,1,2,Solar,0.0,188,72.5,70.0,806143,354.5,7,0
1059,75002,1484,6,2.8,1,1980,3053,2,0,1,5,Gas,0.0,96,96.1,30.2,761700,513.27,45,0
1060,75006,2795,5,2.5,1,1979,7735,1,0,0,2,Gas,0.0,50,74.6,30.4,780770,279.35,46,0
1061,75007,1989,4,2.3,2,2024,4009,2,0,1,3,Gas,0.0,147,65.7,24.8,648610,326.1,1,1
1062,75013,1016,6,3.0,2,1998,6023,1,0,1,2,Electric,51.68,155,67.3,66.6,596578,587.18,27,0
1063,75009,2162,1,4.4,2,2006,8239,1,0,1,3,Electric,0.0,68,53.0,40.6,555051,256.73,19,0
1064,75010,1536,6,2.7,1,1962,5665,1,1,0,2,Electric,0.0,87,61.3,52.5,691177,449.99,63,0
1065,75001,2493,4,1.9,1,1984,6883,2,0,0,3,Electric,0.0,75,83.5,21.4,815040,326.93,41,0
1066,75002,2135,6,2.2,2,2018,14093,2,0,1,3,Gas,0.0,1,55.2,17.9,697316,326.61,7,0
1067,75013,2090,4,2.9,2,1967,8104,1,0,1,3,None,0.0,113,93.6,41.2,907773,434.34,58,0
